Circuit Name,Substation Name,Date Last Update,Plan Year,System Name,A-bank,Circuit Available Load Capacity 2024,Circuit Available Load Capacity 2025,Circuit Available Load Capacity 2026,Circuit Available Load Capacity 2027,Circuit Available Load Capacity 2028,Substation Available Load Capacity 2024,Substation Available Load Capacity 2025,Substation Available Load Capacity 2026,Substation Available Load Capacity 2027,Substation Available Load Capacity 2028,A-bank Available Load Capacity 2024,A-bank Available Load Capacity 2025,A-bank Available Load Capacity 2026,A-bank Available Load Capacity 2027,A-bank Available Load Capacity 2028,circuit_voltage,org_alc_year1,org_alc_year2,org_alc_year3,org_alc_year4,org_alc_year5,ckt_capacity_y1,ckt_capacity_y2,ckt_capacity_y3,ckt_capacity_y4,ckt_capacity_y5,subst_capacity_y1,subst_capacity_y2,subst_capacity_y3,subst_capacity_y4,subst_capacity_y5,subst_org_alc_year1,subst_org_alc_year2,subst_org_alc_year3,subst_org_alc_year4,subst_org_alc_year5,Subtrans,subtrans_alc_year1,subtrans_alc_year2,subtrans_alc_year3,subtrans_alc_year4,subtrans_alc_year5,y1ckt_f,y2ckt_f,y3ckt_f,y4ckt_f,y5ckt_f,y1sub_f,y2sub_f,y3sub_f,y4sub_f,y5sub_f,y1subt_f,y2subt_f,y3subt_f,y4subt_f,y5subt_f,y1abank_f,y2abank_f,y3abank_f,y4abank_f,y5abank_f,y1ckt_sub_f,y2ckt_sub_f,y3ckt_sub_f,y4ckt_sub_f,y5ckt_sub_f,y1ckt_subt_f,y2ckt_subt_f,y3ckt_subt_f,y4ckt_subt_f,y5ckt_subt_f,y1ckt_abank_f,y2ckt_abank_f,y3ckt_abank_f,y4ckt_abank_f,y5ckt_abank_f,y1sub_subt_f,y2sub_subt_f,y3sub_subt_f,y4sub_subt_f,y5sub_subt_f,y1sub_abank_f,y2sub_abank_f,y3sub_abank_f,y4sub_abank_f,y5sub_abank_f,y1subt_abank_f,y2subt_abank_f,y3subt_abank_f,y4subt_abank_f,y5subt_abank_f,y1ckt_sub_subt_f,y2ckt_sub_subt_f,y3ckt_sub_subt_f,y4ckt_sub_subt_f,y5ckt_sub_subt_f, ,y2ckt_sub_abank_f,y3ckt_sub_abank_f,y4ckt_sub_abank_f,y5ckt_sub_abank_f,y1ckt_subt_abank_f,y2ckt_subt_abank_f,y3ckt_subt_abank_f,y4ckt_subt_abank_f,y5ckt_subt_abank_f,y1sub_subt_abank_f,y2sub_subt_abank_f,y3sub_subt_abank_f,y4sub_subt_abank_f,y5sub_subt_abank_f,y1ckt_sub_subt_abank_f,y2ckt_sub_subt_abank_f,y3ckt_sub_subt_abank_f,y4ckt_sub_subt_abank_f,y5ckt_sub_subt_abank_f,Identifier,Duct Bank Circuit - Grid Constraint,Transmission- Grid Constraint,OBJECTID,SHAPE__Length
Fey,Farrell 115/12 kV,02/24/2026,2025,Devers 220/115,Devers 220/115,2.1,2.1,2.1,2.1,0.8,113.238300,49.661700,51.640200,54.336900,53.153200,146.1,132.41,130.13,131.04,131.08,12,N/A,N/A,N/A,N/A,N/A,2.1,2.1,2.1,2.1,0.8,113.2383,49.6617,51.6402,54.3369,53.1532,N/A,N/A,N/A,N/A,N/A,Farrell 115/12 Kv,,,,,,2.1,2.1,2.1,2.1,0.8,113.2383,49.6617,51.6402,54.3369,53.1532,,,,,,146.1,132.41,130.13,131.04,131.08,2.1,2.1,2.1,2.1,0.8,,,,,,2.1,2.1,2.1,2.1,0.8,,,,,,113.2383,49.6617,51.6402,54.3369,53.1532,,,,,,,,,,,2.100000,2.1,2.1,2.1,0.8,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367767,112405.839308
Lettuce,Blythe City 33/12 kV,02/24/2026,2025,Blythe (Walc) 161/33,Blythe 161/33,6.7557,5.8557,5.9557,5.9557,6.0557,32.599400,15.793200,21.437300,27.149300,32.784400,,,,,,12,N/A,N/A,N/A,N/A,N/A,6.7557,5.8557,5.9557,5.9557,6.0557,32.5994,15.7932,21.4373,27.1493,32.7844,N/A,N/A,N/A,N/A,N/A,Blythe City 33/12 Kv,,,,,,6.7557,5.8557,5.9557,5.9557,6.0557,32.5994,15.7932,21.4373,27.1493,32.7844,,,,,,,,,,,6.7557,5.8557,5.9557,5.9557,6.0557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.755700,6.7557,6.7557,5.9557,6.0557,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,Yes,367768,100607.994982
Chrysler,Laguna Bell 66/16 kV,02/24/2026,2025,Laguna Bell Ab 220/66,Laguna Bell 'Ab' 220/66,6.5,6.5,6.5,6.5,3.8,61.751500,15.636600,23.480200,32.709300,73.768700,200.51,196.96,188.11,162.43,131.46,16,N/A,N/A,N/A,N/A,N/A,6.5,6.5,6.5,6.5,3.8,61.7515,15.6366,23.4802,32.7093,73.7687,N/A,N/A,N/A,N/A,N/A,Laguna Bell 66/16 Kv,,,,,,6.5,6.5,6.5,6.5,3.8,61.7515,15.6366,23.4802,32.7093,73.7687,,,,,,200.51,196.96,188.11,162.43,131.46,6.5,6.5,6.5,6.5,3.8,,,,,,6.5,6.5,6.5,6.5,3.8,,,,,,61.7515,15.6366,23.4802,32.7093,73.7687,,,,,,,,,,,6.500000,6.5,6.5,6.5,3.8,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367769,46220.020570
Oban,Lancaster 66/12 kV,02/24/2026,2025,Antelope 220/66,Antelope 220/66,1.1827,3.6655,5.8131,5.8131,5.7131,100.800000,0.000000,3.848100,18.013200,52.719600,214.35,179.5,60.98,50.45,40.93,12,N/A,N/A,N/A,N/A,N/A,1.1827,3.6655,5.8131,5.8131,5.7131,100.8,0,3.8481,18.0132,52.7196,N/A,N/A,N/A,N/A,N/A,Lancaster 66/12 Kv,,,,,,1.1827,3.6655,5.8131,5.8131,5.7131,100.8,0,3.8481,18.0132,52.7196,,,,,,214.35,179.5,60.98,50.45,40.93,1.1827,0,3.8481,5.8131,5.7131,,,,,,1.1827,3.6655,5.8131,5.8131,5.7131,,,,,,100.8,0,3.8481,18.0132,40.93,,,,,,,,,,,1.182700,0,3.8481,5.8131,5.7131,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367770,127313.176450
Pachea,Mayberry 115/12 kV,02/24/2026,2025,Valley 'Ab' 500/115,Valley 'Abcd' 500/115,0.9,0.9,0.9,1,0.9,107.283200,16.645100,18.308300,20.511800,22.519200,190.54,173.86,148.37,138.22,120.08,12,N/A,N/A,N/A,N/A,N/A,0.9,0.9,0.9,1,0.9,107.2832,16.6451,18.3083,20.5118,22.5192,N/A,N/A,N/A,N/A,N/A,Mayberry 115/12 Kv,,,,,,0.9,0.9,0.9,1,0.9,107.2832,16.6451,18.3083,20.5118,22.5192,,,,,,190.54,173.86,148.37,138.22,120.08,0.9,0.9,0.9,1,0.9,,,,,,0.9,0.9,0.9,1,0.9,,,,,,107.2832,16.6451,18.3083,20.5118,22.5192,,,,,,,,,,,0.900000,0.9,0.9,1,0.9,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367771,91512.287259
Cooper,Tipton 66/12 kV,02/24/2026,2025,Springville 220/66,Springville 220/66,1.6493,1.6493,1.6493,1.7493,1.7493,56.000000,34.200000,34.500000,34.800000,35.100000,408.49,405.57,396.01,407.72,409.7,12,N/A,N/A,N/A,N/A,N/A,1.6493,1.6493,1.6493,1.7493,1.7493,56,34.2,34.5,34.8,35.1,N/A,N/A,N/A,N/A,N/A,Tipton 66/12 Kv,,,,,,1.6493,1.6493,1.6493,1.7493,1.7493,56,34.2,34.5,34.8,35.1,,,,,,408.49,405.57,396.01,407.72,409.7,1.6493,1.6493,1.6493,1.7493,1.7493,,,,,,1.6493,1.6493,1.6493,1.7493,1.7493,,,,,,56,34.2,34.5,34.8,35.1,,,,,,,,,,,1.649300,1.6493,1.6493,1.7493,1.7493,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367772,163810.327208
Mapes,Eric 66/12 kV,02/24/2026,2025,Del Amo 220/66,Del Amo 'C'  220/66,0.7,0.7,0.6,0.6,0.5,75.243200,0.000000,0.000000,24.825700,28.644600,0,0.9,0,3.52,3.22,12,N/A,N/A,N/A,N/A,N/A,0.7,0.7,0.6,0.6,0.5,75.2432,0,0,24.8257,28.6446,N/A,N/A,N/A,N/A,N/A,Eric 66/12 Kv,,,,,,0.7,0.7,0.6,0.6,0.5,75.2432,0,0,24.8257,28.6446,,,,,,0,0.9,0,3.52,3.22,0.7,0,0,0.6,0.5,,,,,,0,0.7,0,0.6,0.5,,,,,,0,0,0,3.52,3.22,,,,,,,,,,,0.000000,0,0,0.6,0.5,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,367773,90771.993110
Binney,Walnut 66/12 kV,02/24/2026,2025,Walnut 220/66,Walnut 220/66,1.3,1.3,1.3,1.3,1.3,101.702000,17.364000,19.603100,22.723500,27.348300,0,0,0,130.58,128.95,12,N/A,N/A,N/A,N/A,N/A,1.3,1.3,1.3,1.3,1.3,101.702,17.364,19.6031,22.7235,27.3483,N/A,N/A,N/A,N/A,N/A,Walnut 66/12 Kv,,,,,,1.3,1.3,1.3,1.3,1.3,101.702,17.364,19.6031,22.7235,27.3483,,,,,,0,0,0,130.58,128.95,1.3,1.3,1.3,1.3,1.3,,,,,,0,0,0,1.3,1.3,,,,,,0,0,0,22.7235,27.3483,,,,,,,,,,,0.000000,0,0,1.3,1.3,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367774,101151.907720
Gunther,Crown 66/12 kV,02/24/2026,2025,Santiago 220/66,Santiago 'A' 220/66,1.7,1.9,1.9,1.8,1.7,112.000000,53.300000,53.101500,54.691100,55.880600,157.34,140.61,131.04,122.48,114.59,12,N/A,N/A,N/A,N/A,N/A,1.7,1.9,1.9,1.8,1.7,112,53.3,53.1015,54.6911,55.8806,N/A,N/A,N/A,N/A,N/A,Crown 66/12 Kv,,,,,,1.7,1.9,1.9,1.8,1.7,112,53.3,53.1015,54.6911,55.8806,,,,,,157.34,140.61,131.04,122.48,114.59,1.7,1.9,1.9,1.8,1.7,,,,,,1.7,1.9,1.9,1.8,1.7,,,,,,112,53.3,53.1015,54.6911,55.8806,,,,,,,,,,,1.700000,1.9,1.9,1.8,1.7,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,367775,97891.263712
Zasadni,Victor 115/12 kV,02/24/2026,2025,Victor 220/115,Victor 220/115,1.2,1.3,1.3,1.4,1.4,112.420100,10.315300,13.960400,19.401400,24.342400,200.2,110.46,145.66,124.91,169.77,12,N/A,N/A,N/A,N/A,N/A,1.2,1.3,1.3,1.4,1.4,112.4201,10.3153,13.9604,19.4014,24.3424,N/A,N/A,N/A,N/A,N/A,Victor 115/12 Kv,,,,,,1.2,1.3,1.3,1.4,1.4,112.4201,10.3153,13.9604,19.4014,24.3424,,,,,,200.2,110.46,145.66,124.91,169.77,1.2,1.3,1.3,1.4,1.4,,,,,,1.2,1.3,1.3,1.4,1.4,,,,,,112.4201,10.3153,13.9604,19.4014,24.3424,,,,,,,,,,,1.200000,1.3,1.3,1.4,1.4,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367776,140669.385619
Union,Santa Fe Springs 66/12 kV,02/24/2026,2025,Center 220/66,Center 'B' 220/66,1.4,1.5,1.6,1.6,1.7,118.087600,30.059600,49.809000,70.897600,92.268500,121.56,118.78,114.68,114.79,76.42,12,N/A,N/A,N/A,N/A,N/A,1.4,1.5,1.6,1.6,1.7,118.0876,30.0596,49.809,70.8976,92.2685,N/A,N/A,N/A,N/A,N/A,Santa Fe Springs 66/12 Kv,,,,,,1.4,1.5,1.6,1.6,1.7,118.0876,30.0596,49.809,70.8976,92.2685,,,,,,121.56,118.78,114.68,114.79,76.42,1.4,1.5,1.6,1.6,1.7,,,,,,1.4,1.5,1.6,1.6,1.7,,,,,,118.0876,30.0596,49.809,70.8976,76.42,,,,,,,,,,,1.400000,1.5,1.6,1.6,1.7,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367777,46038.731591
Whitehorse,Milliken 66/12 kV,02/24/2026,2025,Mira Loma 220/66,Mira Loma 220/66,3.4651,3.5651,0,0,7.7651,118.219500,18.531700,39.205900,68.989300,137.394700,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,3.4651,3.5651,0,0,7.7651,118.2195,18.5317,39.2059,68.9893,137.3947,N/A,N/A,N/A,N/A,N/A,Milliken 66/12 Kv,,,,,,3.4651,3.5651,0,0,7.7651,118.2195,18.5317,39.2059,68.9893,137.3947,,,,,,0,0,0,0,0,3.4651,3.5651,0,0,7.7651,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,367778,74024.555077
Serape,Concho 115/12 kV,02/24/2026,2025,Mirage 220/115,Mirage 220/115,3.5,3.5,3.5,3.5,3.5,56.000000,26.968400,28.350800,35.303000,46.589500,182.99,163.04,165.02,163.08,163,12,N/A,N/A,N/A,N/A,N/A,3.5,3.5,3.5,3.5,3.5,56,26.9684,28.3508,35.303,46.5895,N/A,N/A,N/A,N/A,N/A,Concho 115/12 Kv,,,,,,3.5,3.5,3.5,3.5,3.5,56,26.9684,28.3508,35.303,46.5895,,,,,,182.99,163.04,165.02,163.08,163,3.5,3.5,3.5,3.5,3.5,,,,,,3.5,3.5,3.5,3.5,3.5,,,,,,56,26.9684,28.3508,35.303,46.5895,,,,,,,,,,,3.500000,3.5,3.5,3.5,3.5,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367779,86746.168217
Complex,Fullerton 66/12 kV,02/24/2026,2025,Barre 220/66,Barre 'Ab' 220/66,4.9,4.9,4.9,4.9,4.9,98.651400,56.841500,87.160100,91.900900,98.020400,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,4.9,4.9,4.9,4.9,4.9,98.6514,56.8415,87.1601,91.9009,98.0204,N/A,N/A,N/A,N/A,N/A,Fullerton 66/12 Kv,,,,,,4.9,4.9,4.9,4.9,4.9,98.6514,56.8415,87.1601,91.9009,98.0204,,,,,,0,0,0,0,0,4.9,4.9,4.9,4.9,4.9,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367780,53540.845087
Jackman,Lancaster 66/12 kV,02/24/2026,2025,Antelope 220/66,Antelope 220/66,1.0556,1.0556,0.9556,0.9556,0.8556,100.800000,0.000000,3.848100,18.013200,52.719600,214.35,179.5,60.98,50.45,40.93,12,N/A,N/A,N/A,N/A,N/A,1.0556,1.0556,0.9556,0.9556,0.8556,100.8,0,3.8481,18.0132,52.7196,N/A,N/A,N/A,N/A,N/A,Lancaster 66/12 Kv,,,,,,1.0556,1.0556,0.9556,0.9556,0.8556,100.8,0,3.8481,18.0132,52.7196,,,,,,214.35,179.5,60.98,50.45,40.93,1.0556,0,0.9556,0.9556,0.8556,,,,,,1.0556,1.0556,0.9556,0.9556,0.8556,,,,,,100.8,0,3.8481,18.0132,40.93,,,,,,,,,,,1.055600,0,0.9556,0.9556,0.8556,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367781,121526.908699
Pima,Lunada 16/4 kV,02/24/2026,2025,La Fresa 220/66,La Fresa 'B' 220/66,2.9,2.9,2.9,2.9,2.9,5.900000,5.900000,5.900000,5.900000,5.900000,131.73,121.91,120.47,118.56,117.18,4.16,N/A,N/A,N/A,N/A,N/A,2.9,2.9,2.9,2.9,2.9,5.9,5.9,5.9,5.9,5.9,N/A,N/A,N/A,N/A,N/A,Lunada 16/4 Kv,,,,,,2.9,2.9,2.9,2.9,2.9,5.9,5.9,5.9,5.9,5.9,,,,,,131.73,121.91,120.47,118.56,117.18,2.9,2.9,2.9,2.9,2.9,,,,,,2.9,2.9,2.9,2.9,2.9,,,,,,5.9,5.9,5.9,5.9,5.9,,,,,,,,,,,2.900000,2.9,2.9,2.9,2.9,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367782,
Monopoly,Johanna 66/12 kV,02/24/2026,2025,Johanna 220/66,Johanna 220/66,3.0608,3.0608,3.0608,3.1608,3.1608,76.145900,0.000000,3.534300,17.648200,79.351300,261.32,233.31,225.71,216.91,216.41,12,N/A,N/A,N/A,N/A,N/A,3.0608,3.0608,3.0608,3.1608,3.1608,76.1459,0,3.5343,17.6482,79.3513,N/A,N/A,N/A,N/A,N/A,Johanna 66/12 Kv,,,,,,3.0608,3.0608,3.0608,3.1608,3.1608,76.1459,0,3.5343,17.6482,79.3513,,,,,,261.32,233.31,225.71,216.91,216.41,3.0608,0,3.0608,3.1608,3.1608,,,,,,3.0608,3.0608,3.0608,3.1608,3.1608,,,,,,76.1459,0,3.5343,17.6482,79.3513,,,,,,,,,,,3.060800,0,3.0608,3.1608,3.1608,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367783,39542.275497
Whale,El Nido 66/16 kV,02/24/2026,2025,El Nido 220/66,El Nido 220/66,4.8,4.8,4.8,4.8,4.8,115.176200,57.475900,60.679900,66.065200,75.681500,0,0,0,164.22,161.12,16,N/A,N/A,N/A,N/A,N/A,4.8,4.8,4.8,4.8,4.8,115.1762,57.4759,60.6799,66.0652,75.6815,N/A,N/A,N/A,N/A,N/A,El Nido 66/16 Kv,,,,,,4.8,4.8,4.8,4.8,4.8,115.1762,57.4759,60.6799,66.0652,75.6815,,,,,,0,0,0,164.22,161.12,4.8,4.8,4.8,4.8,4.8,,,,,,0,0,0,4.8,4.8,,,,,,0,0,0,66.0652,75.6815,,,,,,,,,,,0.000000,0,0,4.8,4.8,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367784,41761.115560
Pickens,La Canada 66/16 kV,02/24/2026,2025,Gould 220/66,Gould 220/66,4.4,4.3,4.3,4.2,4.1,44.800000,5.800000,4.847400,6.572200,8.198900,194.1,196.84,195.56,194.56,192.76,16,N/A,N/A,N/A,N/A,N/A,4.4,4.3,4.3,4.2,4.1,44.8,5.8,4.8474,6.5722,8.1989,N/A,N/A,N/A,N/A,N/A,La Canada 66/16 Kv,,,,,,4.4,4.3,4.3,4.2,4.1,44.8,5.8,4.8474,6.5722,8.1989,,,,,,194.1,196.84,195.56,194.56,192.76,4.4,4.3,4.3,4.2,4.1,,,,,,4.4,4.3,4.3,4.2,4.1,,,,,,44.8,5.8,4.8474,6.5722,8.1989,,,,,,,,,,,4.400000,4.3,4.3,4.2,4.1,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367785,70830.268929
Kingsford,Corona 66/12 kV,02/24/2026,2025,Mira Loma 220/66,Mira Loma 220/66,5.4,5.4,5.3,5.3,5.3,135.776000,8.049200,9.328000,28.604000,29.280000,0,0,0,0,0,12,N/A,N/A,N/A,N/A,N/A,5.4,5.4,5.3,5.3,5.3,135.776,8.0492,9.328,28.604,29.28,N/A,N/A,N/A,N/A,N/A,Corona 66/12 Kv,,,,,,5.4,5.4,5.3,5.3,5.3,135.776,8.0492,9.328,28.604,29.28,,,,,,0,0,0,0,0,5.4,5.4,5.3,5.3,5.3,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367786,71321.325907
Elhers,Blythe City 33/4.8 kV,02/24/2026,2025,Blythe (Walc) 161/33,Blythe 161/33,1.5,1.5,1.6,1.6,1.6,14.000000,8.300000,8.300000,8.300000,8.400000,,,,,,4.8,N/A,N/A,N/A,N/A,N/A,1.5,1.5,1.6,1.6,1.6,14,8.3,8.3,8.3,8.4,N/A,N/A,N/A,N/A,N/A,Blythe City 33/4.8 Kv,,,,,,1.5,1.5,1.6,1.6,1.6,14,8.3,8.3,8.3,8.4,,,,,,,,,,,1.5,1.5,1.6,1.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.500000,1.5,1.5,1.6,1.6,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,Yes,367787,20362.893983
Mole,Pico 66/12 kV,02/24/2026,2025,Hinson 220/66,Hinson 220/66,11.9,11.9,11.9,11.9,11.9,104.700000,91.731800,96.922600,98.516200,108.195900,49.46,34.89,0,47.76,41.82,12,N/A,N/A,N/A,N/A,N/A,11.9,11.9,11.9,11.9,11.9,104.7,91.7318,96.9226,98.5162,108.1959,N/A,N/A,N/A,N/A,N/A,Pico 66/12 Kv,,,,,,11.9,11.9,11.9,11.9,11.9,104.7,91.7318,96.9226,98.5162,108.1959,,,,,,49.46,34.89,0,47.76,41.82,11.9,11.9,11.9,11.9,11.9,,,,,,11.9,11.9,0,11.9,11.9,,,,,,49.46,34.89,0,47.76,41.82,,,,,,,,,,,11.900000,11.9,0,11.9,11.9,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367788,7671.252026
Gundry,Signal Hill 12/4 kV,02/24/2026,2025,Lighthipe 220/66,Lighthipe 'Def' 220/66,0,0,0.6,0.6,0.6,6.700000,0.100000,0.100000,0.100000,0.000000,128.62,74.82,64.76,66.17,66.71,4.16,N/A,N/A,N/A,N/A,N/A,0,0,0.6,0.6,0.6,6.7,0.1,0.1,0.1,0,N/A,N/A,N/A,N/A,N/A,Signal Hill 12/4 Kv,,,,,,0,0,0.6,0.6,0.6,6.7,0.1,0.1,0.1,0,,,,,,128.62,74.82,64.76,66.17,66.71,0,0,0.1,0.1,0,,,,,,0,0,0.6,0.6,0.6,,,,,,6.7,0.1,0.1,0.1,0,,,,,,,,,,,0.000000,0,0.1,0.1,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,Yes,No,367789,22788.874200
Moynier,Moynier P.t. 16/4 kV,02/24/2026,2025,La Cienega 220/66,La Cienega 220/66,0.5,0.5,0.5,0.5,0.5,0.800000,0.500000,0.500000,0.500000,0.500000,121.45,107.02,102.43,71.05,67.41,4.16,N/A,N/A,N/A,N/A,N/A,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,N/A,N/A,N/A,N/A,N/A,Moynier P.t. 16/4 Kv,,,,,,0.5,0.5,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,,,,,,121.45,107.02,102.43,71.05,67.41,0.5,0.5,0.5,0.5,0.5,,,,,,0.5,0.5,0.5,0.5,0.5,,,,,,0.8,0.5,0.5,0.5,0.5,,,,,,,,,,,0.500000,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367790,9851.212430
Scilacci,Las Lomas 66/12 kV,02/24/2026,2025,Santiago 220/66,Santiago 'A' 220/66,3.5,3.3322,3.2322,3.1322,3.0322,84.000000,20.100000,8.600000,7.800000,6.800000,157.34,140.61,131.04,122.48,114.59,12,N/A,N/A,N/A,N/A,N/A,3.5,3.3322,3.2322,3.1322,3.0322,84,20.1,8.6,7.8,6.8,N/A,N/A,N/A,N/A,N/A,Las Lomas 66/12 Kv,,,,,,3.5,3.3322,3.2322,3.1322,3.0322,84,20.1,8.6,7.8,6.8,,,,,,157.34,140.61,131.04,122.48,114.59,3.5,3.3322,3.2322,3.1322,3.0322,,,,,,3.5,3.3322,3.2322,3.1322,3.0322,,,,,,84,20.1,8.6,7.8,6.8,,,,,,,,,,,3.500000,3.3322,3.2322,3.1322,3.0322,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367791,92864.075794
Ammo,Bunker 115/12 kV,02/24/2026,2025,Valley 'Ab' 500/115,Valley 'Abcd' 500/115,0,0.7,0.7,0.7,0.7,85.142200,38.075400,42.304800,83.013200,114.731500,190.54,173.86,148.37,138.22,120.08,12,N/A,N/A,N/A,N/A,N/A,0,0.7,0.7,0.7,0.7,85.1422,38.0754,42.3048,83.0132,114.7315,N/A,N/A,N/A,N/A,N/A,Bunker 115/12 Kv,,,,,,0,0.7,0.7,0.7,0.7,85.1422,38.0754,42.3048,83.0132,114.7315,,,,,,190.54,173.86,148.37,138.22,120.08,0,0.7,0.7,0.7,0.7,,,,,,0,0.7,0.7,0.7,0.7,,,,,,85.1422,38.0754,42.3048,83.0132,114.7315,,,,,,,,,,,0.000000,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367792,102608.936045
Lomas,Mesa 66/16 kV,02/24/2026,2025,Mesa 220/66,Mesa 220/66,2.8064,2.6064,2.2064,2.0064,1.9064,56.048800,7.156900,8.355200,10.812800,11.082600,0,0,0,0,0,16,N/A,N/A,N/A,N/A,N/A,2.8064,2.6064,2.2064,2.0064,1.9064,56.0488,7.1569,8.3552,10.8128,11.0826,N/A,N/A,N/A,N/A,N/A,Mesa 66/16 Kv,,,,,,2.8064,2.6064,2.2064,2.0064,1.9064,56.0488,7.1569,8.3552,10.8128,11.0826,,,,,,0,0,0,0,0,2.8064,2.6064,2.2064,2.0064,1.9064,,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,,,,,,,,,,,0.000000,0,0,0,0,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367793,118345.632140
Graves,Alhambra 66/4 kV,02/24/2026,2025,Eagle Rock 220/66,Eagle Rock 220/66,1,1,1,1,1,18.300000,5.100000,5.600000,5.400000,5.300000,62.11,59.48,62.54,61.65,75.51,4.16,N/A,N/A,N/A,N/A,N/A,1,1,1,1,1,18.3,5.1,5.6,5.4,5.3,N/A,N/A,N/A,N/A,N/A,Alhambra 66/4 Kv,,,,,,1,1,1,1,1,18.3,5.1,5.6,5.4,5.3,,,,,,62.11,59.48,62.54,61.65,75.51,1,1,1,1,1,,,,,,1,1,1,1,1,,,,,,18.3,5.1,5.6,5.4,5.3,,,,,,,,,,,1.000000,1,1,1,1,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367794,20218.774175
Pulp,Fruitland 66/16 kV,02/24/2026,2025,Laguna Bell De 220/66,Laguna Bell 'De' 220/66,1.3879,1.2879,3.2879,3.1879,3.1879,56.000000,16.600000,16.142000,21.078800,26.015600,307.3,256.61,227.84,205.61,181.03,16,N/A,N/A,N/A,N/A,N/A,1.3879,1.2879,3.2879,3.1879,3.1879,56,16.6,16.142,21.0788,26.0156,N/A,N/A,N/A,N/A,N/A,Fruitland 66/16 Kv,,,,,,1.3879,1.2879,3.2879,3.1879,3.1879,56,16.6,16.142,21.0788,26.0156,,,,,,307.3,256.61,227.84,205.61,181.03,1.3879,1.2879,3.2879,3.1879,3.1879,,,,,,1.3879,1.2879,3.2879,3.1879,3.1879,,,,,,56,16.6,16.142,21.0788,26.0156,,,,,,,,,,,1.387900,1.2879,3.2879,3.1879,3.1879,,,,,,,,,,,,,,,,AVL_LOAD_CAP_FULL_SUBMITTAL,No,No,367795,51275.493561
